ID,Region ID,Created Date,Language,Role,Status
126041,748,2019-08-02,en,master,active
126044,920,2020-05-07,en,master,deleted
126045,1342,2020-01-04,se,finance,active
126046,910,2019-10-07,en,finance,active
126048,364,2020-12-11,it,manager,active
126049,448,2020-11-12,es,finance,deleted
126051,702,2019-12-14,en,manager,deleted
126053,864,2019-04-06,en,manager,active
126054,688,2020-01-16,en,finance,active
126056,960,2019-08-23,en,finance,deleted
126059,1308,2021-12-04,se,finance,awaiting_confirmation
126060,178,2021-04-12,ru,manager,active
126061,1355,2019-06-11,no,manager,active
126064,1372,2021-11-12,no,master,active
126065,955,2021-03-02,en,master,deleted
126066,170,2019-10-21,de,master,active
126068,1025,2021-12-25,en,finance,awaiting_confirmation
126070,844,2021-03-21,en,finance,deleted
126071,799,2020-08-23,en,finance,deleted
126073,1355,2021-10-01,no,finance,deleted
126076,957,2020-04-30,en,manager,deleted
126077,983,2019-08-24,en,manager,deleted
126079,127,2019-06-04,de,manager,deleted
126081,832,2019-06-11,en,manager,active
126084,1015,2021-09-21,en,master,active
126085,861,2021-10-18,en,master,deleted
126086,119,2021-12-05,ru,manager,awaiting_confirmation
126087,72,2020-11-21,de,master,deleted
126088,816,2020-09-24,en,master,deleted
126090,105,2020-04-04,de,finance,active
126091,1023,2020-02-20,en,master,active
126093,341,2021-01-07,it,manager,deleted
126095,599,2021-06-02,ua,manager,active
126097,593,2021-05-02,ua,master,deleted
126098,79,2020-05-03,de,manager,deleted
126101,124,2019-06-22,ua,manager,deleted
126104,1177,2021-07-05,fr,finance,deleted
126106,1075,2020-01-31,fr,finance,deleted
126107,647,2021-09-01,ua,manager,deleted
126108,245,2021-10-18,ru,manager,active
126110,773,2020-06-25,en,manager,deleted
126113,836,2019-05-29,en,manager,deleted
126115,43,2021-09-03,de,manager,deleted
126116,878,2020-12-16,en,manager,active
126117,816,2020-06-12,en,finance,active
126120,109,2020-09-29,de,master,active
126122,219,2020-05-16,ru,manager,active
126123,553,2020-12-08,ua,finance,deleted
126126,159,2021-11-06,de,manager,deleted
126127,624,2021-09-11,ua,manager,deleted
126128,544,2019-10-10,ua,manager,deleted
126131,1051,2019-08-21,en,finance,active
126133,1136,2019-08-23,fr,master,deleted
126136,364,2020-08-12,it,finance,active
126137,226,2021-05-31,ru,finance,deleted
126140,418,2019-09-14,es,finance,active
126141,669,2021-01-22,ua,master,active
126144,1295,2020-12-15,se,finance,deleted
126146,738,2019-03-31,en,manager,deleted
126148,60,2019-01-18,de,master,deleted
126150,1344,2019-03-11,se,master,deleted
126151,486,2019-11-01,ua,manager,active
126154,1213,2019-10-07,ua,manager,active
126156,582,2019-11-04,ua,manager,deleted
126159,335,2021-02-22,ua,finance,deleted
126162,30,2019-01-15,de,master,deleted
126165,346,2021-03-22,it,master,deleted
126167,226,2019-09-19,ru,manager,active
126168,397,2020-11-19,it,master,deleted
126171,1028,2020-03-18,en,manager,deleted
126173,206,2021-11-28,ru,manager,active
126176,752,2019-12-12,en,finance,deleted
126178,752,2021-10-26,en,manager,active
126180,1066,2020-10-03,en,manager,deleted
126183,390,2019-10-30,it,finance,active
126184,468,2021-02-18,ua,manager,deleted
126186,1308,2021-06-02,se,manager,deleted
126187,204,2019-10-14,ru,manager,active
126188,318,2021-11-16,en,manager,deleted
126191,1311,2020-08-24,se,finance,active
126194,761,2021-04-05,en,finance,deleted
126196,773,2020-05-30,en,finance,active
126197,1279,2021-08-03,se,master,active
126199,1033,2019-04-09,en,master,deleted
126201,1043,2021-11-29,en,finance,deleted
126204,325,2019-12-23,en,master,deleted
126206,30,2019-07-28,de,manager,active
126209,1180,2021-02-11,fr,finance,active
126211,34,2019-09-28,de,finance,active
126212,1187,2021-01-15,fr,master,active
126214,1264,2019-01-06,se,finance,deleted
126215,801,2020-10-25,en,finance,deleted
126218,561,2021-06-03,ua,finance,active
126220,488,2020-06-17,ua,master,deleted
126222,797,2020-08-30,en,finance,active
126223,1062,2021-07-09,en,manager,deleted
126226,343,2021-05-01,it,master,deleted
126227,468,2020-03-12,ua,finance,active
126228,350,2019-07-10,it,finance,deleted
126231,350,2019-05-15,it,master,deleted
126233,79,2020-11-25,de,finance,deleted
126235,752,2021-10-18,en,manager,deleted
126237,1031,2019-12-18,en,manager,deleted
126240,1275,2021-05-05,se,finance,deleted
126241,759,2019-09-04,en,master,deleted
126244,438,2019-07-10,es,finance,deleted
126245,912,2020-05-17,en,master,deleted
126246,137,2020-08-29,de,finance,deleted
126249,21,2021-07-14,de,manager,active
126251,1152,2021-09-30,fr,manager,active
126252,891,2019-10-20,en,manager,active
126254,1154,2019-11-30,fr,master,active
126256,1203,2021-12-06,fr,manager,awaiting_confirmation
126259,906,2021-02-07,en,manager,active
126261,694,2020-03-17,en,manager,deleted
126263,216,2019-06-05,ru,finance,deleted
126266,934,2020-07-09,en,finance,deleted
126267,838,2020-03-16,en,finance,deleted
126270,1297,2019-12-22,ua,finance,deleted
126273,292,2020-07-07,en,master,active
126276,212,2020-02-04,ru,manager,deleted
126277,440,2020-02-24,es,manager,deleted
126280,1369,2020-08-05,no,manager,active
126281,1180,2020-02-23,fr,manager,deleted
126284,1075,2021-09-08,fr,master,deleted
126286,721,2020-09-16,en,manager,deleted
126287,766,2019-10-15,en,master,active
126290,1100,2020-07-08,fr,finance,active
126293,1271,2019-05-07,se,finance,deleted
126294,216,2020-04-11,ru,finance,active
126297,1322,2021-08-20,se,finance,deleted
126300,15,2021-03-12,de,master,active
126301,1012,2020-08-27,en,manager,deleted
126303,109,2019-11-25,de,finance,active
126304,766,2019-03-31,en,master,active
126305,667,2020-09-20,ua,manager,active
126306,1193,2021-02-25,fr,finance,active
126308,528,2020-01-19,ua,manager,deleted
126309,1203,2020-10-19,fr,finance,active
126311,1243,2020-04-29,se,master,active
126313,456,2021-05-18,es,finance,active
126316,72,2019-01-06,de,master,deleted
126319,1295,2019-04-28,se,manager,active
126321,620,2021-03-27,ua,finance,deleted
126322,475,2020-06-30,ua,manager,deleted
126324,872,2019-09-18,en,master,deleted
126327,185,2021-02-26,ru,master,deleted
126328,401,2019-02-11,it,finance,deleted
126330,204,2021-05-28,ru,manager,deleted
126332,895,2021-03-12,en,finance,active
126335,1348,2021-07-02,no,manager,active
126336,330,2020-05-22,en,finance,active
126338,53,2019-04-18,de,finance,deleted
126340,1435,2020-10-20,no,finance,deleted
126341,912,2021-09-22,en,finance,deleted
126344,330,2020-03-11,en,finance,active
126346,76,2021-07-29,de,finance,active
126348,868,2019-09-24,en,finance,active
126349,1021,2019-08-17,en,finance,deleted
126350,1028,2021-02-09,en,finance,active
126351,797,2021-12-14,en,manager,awaiting_confirmation
126352,1163,2021-07-05,fr,master,deleted
126354,30,2021-02-04,de,master,active
126356,1322,2020-04-07,se,master,deleted
126358,955,2020-03-09,en,master,deleted
126360,1019,2019-08-05,en,finance,deleted
126363,87,2019-08-16,de,finance,active
126366,1338,2021-07-12,se,master,active
126367,1136,2020-03-29,en,manager,active
126370,801,2021-05-24,en,finance,active
126373,992,2020-06-23,en,master,active
126375,810,2021-12-03,en,finance,awaiting_confirmation
126376,429,2021-03-15,es,finance,active
126379,515,2019-03-31,ua,finance,deleted
126380,872,2021-06-21,en,master,deleted
126383,1311,2021-01-22,se,manager,active
126386,1180,2020-04-26,fr,master,active
126388,490,2019-05-15,ua,manager,deleted
126389,998,2019-03-06,en,master,deleted
126391,868,2021-05-31,en,finance,deleted
126393,844,2020-08-07,en,master,deleted
126395,488,2021-06-10,ua,master,active
126397,263,2019-12-01,en,finance,active
126400,235,2019-02-05,ru,manager,deleted
126402,801,2019-02-16,en,master,active
126403,456,2020-10-18,es,master,deleted
126406,649,2021-05-23,ua,manager,deleted
126408,453,2019-01-05,es,finance,deleted
126411,910,2019-01-13,en,manager,active
126413,137,2021-06-14,de,finance,active
126415,281,2020-12-06,en,manager,deleted
126418,748,2020-02-13,en,master,deleted
126421,876,2020-08-10,en,finance,deleted
126424,883,2020-11-29,ua,finance,active
126425,781,2019-08-17,en,finance,active
126426,1066,2021-03-27,en,master,active
126427,131,2020-09-05,de,master,deleted
126430,143,2021-10-20,de,master,deleted
126431,346,2021-07-22,it,master,active
126433,587,2021-07-15,ua,master,active
126435,167,2021-12-03,de,finance,awaiting_confirmation
126438,1261,2019-06-25,se,finance,deleted
126440,653,2020-02-17,ua,manager,deleted
126442,418,2019-02-02,es,finance,active
126444,385,2021-08-13,it,master,deleted
126445,376,2019-06-28,it,master,deleted
126447,69,2019-09-30,de,manager,active
126449,561,2019-10-17,ua,master,active
126450,497,2021-01-28,ua,manager,deleted
126452,916,2019-02-22,en,manager,deleted
126454,1154,2019-01-18,fr,manager,deleted
126457,1331,2021-05-24,se,manager,deleted
126460,617,2021-07-22,ua,finance,active
126461,785,2019-07-08,en,manager,active
126462,1107,2020-12-01,fr,finance,active
126463,265,2020-07-16,en,master,deleted
126466,1257,2019-12-18,se,finance,active
126467,1295,2019-07-01,se,master,active
126470,1187,2019-05-19,fr,finance,active
126473,1322,2021-11-30,se,finance,active
126474,864,2019-05-05,en,manager,active
126475,976,2021-02-28,en,finance,active
126478,435,2020-08-07,es,master,active
126479,333,2019-03-29,it,manager,deleted
126480,206,2021-07-30,ru,finance,active
126481,779,2021-12-16,en,finance,awaiting_confirmation
126483,1168,2020-10-13,fr,manager,deleted
126485,622,2020-11-12,ua,finance,deleted
126488,1145,2019-12-05,fr,master,deleted
126489,781,2019-03-10,en,manager,active
126492,67,2020-02-14,ua,manager,active
126493,1025,2020-02-05,en,manager,active
126496,580,2020-10-03,ua,finance,deleted
126497,955,2020-02-18,en,master,deleted
126498,1165,2019-03-09,fr,master,active
126500,1251,2019-09-16,se,finance,deleted
126503,876,2019-06-23,en,master,active
126506,1040,2020-03-07,en,master,active
126509,1100,2021-07-24,fr,master,deleted
126511,318,2019-02-17,en,finance,deleted
126512,624,2021-08-16,ua,finance,active
126513,1107,2021-12-09,fr,manager,awaiting_confirmation
126514,1195,2019-12-07,ru,finance,active
126515,1384,2021-09-26,no,master,active
126518,1342,2021-10-26,se,manager,active
126520,5,2019-04-10,de,manager,deleted
126523,1344,2019-07-16,se,master,deleted
126524,898,2019-03-08,en,manager,deleted
126526,697,2020-12-21,en,finance,active
126529,763,2020-11-20,en,finance,deleted
126530,403,2019-11-08,es,master,deleted
126532,960,2019-01-12,en,finance,active
126534,243,2019-10-14,ru,manager,deleted
126536,209,2019-04-29,en,finance,active
126537,269,2021-10-11,en,master,deleted
126538,47,2020-01-18,de,finance,deleted
126539,927,2020-08-06,en,master,deleted
126542,1203,2020-10-27,fr,manager,active
126543,1217,2021-10-16,se,manager,deleted
126546,906,2020-11-19,en,manager,active
126549,1129,2020-11-23,fr,manager,deleted
126552,99,2020-12-23,de,manager,active
126555,1454,2019-06-28,no,manager,deleted
126556,295,2021-02-07,en,finance,active
126559,387,2020-08-13,it,master,active
126561,988,2019-07-05,en,finance,active
126562,301,2020-05-03,en,manager,active
126563,478,2020-12-03,ua,finance,active
126565,799,2021-03-12,en,finance,deleted
126568,1297,2019-05-23,se,finance,active
126569,504,2020-04-20,ua,finance,active
126571,299,2020-10-04,en,manager,deleted
126572,475,2021-03-03,ua,master,active
126575,276,2021-10-17,en,master,active
126577,757,2021-05-21,en,manager,active
126578,1384,2020-02-14,no,finance,active
126579,526,2021-05-15,ua,finance,active
126580,272,2021-11-20,en,master,deleted
126581,799,2019-12-22,en,master,active
126582,508,2021-01-27,ua,manager,active
126584,276,2021-08-03,en,finance,deleted
126586,613,2020-03-08,ua,manager,active
126589,99,2020-08-17,de,master,active
126591,1281,2019-04-04,se,manager,deleted
126592,963,2021-03-02,en,manager,deleted
126593,456,2019-10-24,es,finance,active
126594,198,2019-08-04,ru,master,active
126596,137,2021-09-13,de,finance,deleted
126599,957,2020-10-18,en,master,deleted
126601,553,2020-08-09,ua,master,deleted
126603,757,2021-06-13,en,manager,active
126604,608,2021-01-07,en,manager,active
126607,868,2020-10-15,en,master,deleted
126609,972,2019-06-06,en,manager,active
126610,124,2020-09-21,de,finance,deleted
126611,69,2021-08-26,de,finance,deleted
126613,1147,2019-02-09,fr,master,active
126616,660,2019-05-14,ua,manager,deleted
126617,1388,2019-02-15,no,master,active
126620,1189,2021-12-09,fr,manager,awaiting_confirmation
126623,692,2020-03-27,en,master,active
126626,1217,2020-11-29,se,finance,active
126627,1358,2020-01-07,no,finance,active
126628,1372,2020-03-31,no,master,active
126630,1056,2020-03-23,ua,finance,deleted
126632,231,2020-11-01,ru,master,deleted
126635,83,2019-11-13,de,finance,deleted
126638,1081,2021-02-25,fr,finance,deleted
126640,768,2019-01-10,en,manager,deleted
126641,99,2019-06-09,de,manager,active
126643,559,2020-11-29,ua,master,deleted
126645,1142,2021-07-19,fr,finance,active
126647,170,2021-01-20,de,master,deleted
126648,1056,2020-12-05,en,finance,deleted
126650,185,2021-08-29,ru,manager,deleted
126651,1114,2021-09-17,fr,manager,active
126654,617,2019-02-01,ua,manager,active
126657,1358,2021-07-24,no,finance,active
126658,1433,2020-01-28,no,manager,active
126659,204,2021-01-01,ru,manager,active
126661,147,2021-10-04,de,finance,deleted
126663,231,2021-11-21,ru,finance,active
126666,1246,2019-02-20,se,manager,deleted
126668,1100,2019-12-05,fr,master,deleted
126671,478,2020-02-04,ua,master,deleted
126674,763,2020-03-28,en,manager,active
126677,590,2020-11-15,ua,master,deleted
126678,353,2020-01-21,it,manager,active
126681,30,2021-10-26,de,manager,deleted
126683,700,2020-11-13,en,manager,active
126686,898,2020-01-09,en,master,deleted
126688,647,2020-12-22,ua,manager,deleted
126689,647,2019-12-29,ua,manager,deleted
126690,1338,2020-05-01,se,master,deleted
126691,963,2020-12-12,en,master,deleted
126693,159,2021-02-02,de,finance,active
126695,276,2020-08-22,en,finance,active
126698,1304,2020-01-07,se,master,active
126700,642,2019-06-18,ua,finance,deleted
126701,263,2019-04-21,en,finance,deleted
126703,972,2019-07-10,en,master,deleted
126705,1342,2020-11-06,se,finance,deleted
126706,368,2019-08-12,it,master,deleted
126709,1033,2020-01-16,en,manager,active
126711,34,2020-10-27,de,finance,active
126712,761,2020-03-19,en,manager,active
126713,483,2020-05-26,ua,finance,deleted
126714,425,2020-03-13,es,finance,deleted
126715,1123,2019-11-02,ru,master,deleted
126717,1454,2021-09-16,no,master,active
126720,115,2019-01-19,de,master,active
126723,1152,2020-07-21,fr,manager,active
126726,512,2021-07-09,ua,master,deleted
126727,1171,2021-09-12,fr,master,active
126729,1295,2021-12-06,se,manager,awaiting_confirmation
126731,878,2020-11-03,en,manager,deleted
126733,644,2019-10-16,ua,master,active
126736,995,2020-10-19,en,finance,deleted
126738,269,2021-07-19,en,master,active
126741,79,2021-06-26,de,manager,active
126743,988,2020-11-27,en,master,active
126745,1125,2019-03-27,fr,master,deleted
126748,844,2020-07-23,en,manager,active
126750,584,2019-12-19,ua,manager,deleted
126752,438,2019-11-25,es,finance,deleted
126754,490,2019-07-30,ua,master,active
126757,1006,2019-10-22,en,master,active
126760,137,2021-10-23,de,finance,active
126762,1103,2021-08-29,fr,finance,deleted
126763,188,2020-12-17,ua,master,deleted
126764,1043,2020-06-22,en,manager,active
126767,519,2020-06-17,ua,master,active
126769,611,2019-04-26,ua,master,active
126771,656,2019-06-05,ua,manager,active
126774,870,2019-06-06,en,manager,active
126776,353,2020-12-27,it,manager,deleted
126778,681,2021-06-22,en,manager,active
126781,1171,2020-11-07,fr,finance,active
126784,1054,2019-08-25,en,manager,active
126785,927,2021-02-10,en,manager,active
126786,1311,2020-05-09,se,finance,deleted
126788,785,2020-04-16,en,master,active
126791,85,2019-04-15,de,finance,deleted
126792,497,2019-05-31,ua,finance,deleted
126794,842,2020-01-24,en,finance,active
126796,1177,2021-05-19,fr,manager,deleted
126798,1429,2020-12-16,no,finance,deleted
126800,431,2019-08-16,es,manager,deleted
126801,1171,2019-06-25,fr,manager,deleted
126802,836,2020-06-17,en,finance,deleted
126804,263,2019-08-01,ru,master,deleted
126807,1062,2019-09-18,en,finance,deleted
126808,1129,2020-08-21,fr,finance,deleted
126809,219,2020-12-06,ru,finance,active
126811,1423,2021-10-23,no,finance,deleted
126813,373,2019-08-31,it,manager,deleted
126814,1251,2020-01-14,se,finance,active
126817,55,2021-05-22,de,manager,active
126819,11,2019-12-20,de,manager,active
126820,1344,2019-09-30,se,manager,deleted
126823,647,2020-10-23,ua,manager,deleted
126824,681,2021-06-01,en,finance,active
126827,350,2019-05-19,it,master,active
126829,450,2019-01-25,es,finance,deleted
126831,512,2019-02-21,ua,manager,active
126833,1119,2020-10-28,fr,master,active
126834,346,2019-12-06,it,master,deleted
126836,283,2020-08-29,en,finance,deleted
126839,1217,2020-07-29,se,master,deleted
126840,688,2020-02-22,en,finance,deleted
126843,1043,2021-08-22,en,finance,active
126844,1348,2020-04-23,no,finance,deleted
126845,1105,2021-01-16,fr,master,deleted
126848,1160,2020-08-13,fr,master,active
126849,708,2019-04-13,en,manager,active
126851,721,2019-11-27,en,master,deleted
126852,976,2021-08-21,en,manager,active
126855,1201,2019-10-01,fr,manager,deleted
126856,1237,2020-09-11,se,manager,active
126859,963,2021-04-03,en,master,active
126862,1015,2020-11-13,en,finance,active
126865,1207,2020-02-10,fr,manager,active
126868,969,2020-06-08,en,manager,deleted
126870,1261,2020-02-06,se,finance,active
126873,976,2019-04-26,en,finance,active
126875,1445,2020-06-27,no,manager,deleted
126876,478,2020-06-29,en,finance,active
126877,162,2020-05-10,de,manager,deleted
126880,127,2020-02-14,de,master,active
126881,712,2019-09-05,en,manager,deleted
126884,162,2021-12-09,de,master,awaiting_confirmation
126885,1180,2020-06-03,fr,master,deleted
126888,245,2020-07-13,ru,master,active
126891,102,2021-09-11,de,finance,deleted
126894,1433,2020-08-31,no,master,deleted
126896,99,2021-01-04,de,master,deleted
126898,376,2019-05-12,it,manager,deleted
126899,792,2019-05-27,en,master,active
126902,63,2020-05-14,de,finance,deleted
126904,818,2020-05-29,en,manager,deleted
126907,692,2021-04-29,en,manager,active
126910,448,2020-02-11,es,finance,deleted
126912,490,2020-12-30,ua,master,deleted
126913,94,2020-12-10,de,finance,deleted
126914,1060,2019-07-25,en,master,deleted
126915,289,2019-09-08,en,finance,deleted
126918,180,2020-02-02,ru,master,active
126921,362,2020-11-27,it,manager,deleted
126922,1075,2021-01-20,fr,master,deleted
126925,97,2021-09-08,de,master,deleted
126927,1254,2019-09-21,ru,master,active
126929,575,2019-07-09,ua,manager,active
126932,500,2019-08-18,ua,finance,active
126933,816,2021-03-02,en,manager,deleted
126936,920,2019-11-02,en,master,deleted
126937,963,2019-05-26,en,master,active
126939,998,2020-11-19,en,finance,deleted
126941,631,2019-04-11,ua,master,active
126944,1243,2019-09-02,se,manager,deleted
126945,748,2020-01-02,en,master,active
126946,567,2019-10-19,ua,manager,deleted
126949,681,2021-04-23,en,master,deleted
126952,27,2021-09-28,de,finance,deleted
126953,812,2021-02-01,en,finance,deleted
126955,852,2019-06-27,en,manager,active
126958,1405,2021-07-24,no,finance,active
126961,154,2021-07-25,de,finance,active
126963,1405,2019-08-30,no,manager,active
126964,5,2020-04-28,de,finance,active
126965,131,2020-12-17,ru,master,deleted
126966,818,2021-09-15,en,manager,active
126968,642,2021-01-09,ua,finance,deleted
126970,644,2021-09-04,ua,master,deleted
126973,838,2019-04-19,en,finance,deleted
126974,1384,2021-10-01,no,finance,active
126977,448,2021-07-21,es,finance,deleted
126979,804,2020-03-10,ru,master,deleted
126982,1197,2021-08-18,fr,master,deleted
126983,582,2020-05-12,ua,finance,deleted
126986,1087,2019-10-18,fr,master,deleted
126987,1075,2020-10-08,ru,master,active
126988,1087,2019-07-28,fr,master,active
126989,353,2021-12-25,it,manager,awaiting_confirmation
126992,201,2019-03-25,ru,finance,deleted
126994,1328,2021-02-08,se,manager,deleted
126995,1168,2020-03-26,fr,master,active
126997,631,2019-12-05,ua,manager,active
126998,237,2021-06-21,ru,finance,active
127001,1355,2019-11-15,no,manager,active
127002,91,2020-11-19,de,manager,deleted
127005,143,2020-03-12,de,manager,deleted
127008,1221,2021-04-28,se,finance,active
127011,916,2020-09-22,en,master,active
127014,330,2020-07-17,ru,manager,active
127016,112,2021-09-03,de,manager,deleted
127019,660,2021-01-18,ru,finance,active
127021,1257,2019-03-07,se,master,deleted
127024,1454,2020-08-09,no,finance,active
127027,849,2021-07-16,en,master,active
127028,792,2020-06-28,en,manager,deleted
127029,198,2021-05-20,ru,manager,deleted
127032,301,2019-01-03,en,master,deleted
127035,156,2019-07-03,de,master,active
127036,122,2021-07-13,de,master,deleted
127039,1431,2019-05-29,no,manager,deleted
127040,1257,2020-09-30,se,manager,active
127041,742,2019-06-16,en,manager,active
127042,72,2020-11-01,de,master,active
127045,1056,2020-12-29,en,manager,active
127048,763,2021-01-14,en,finance,deleted
127050,808,2020-07-09,en,manager,deleted
127053,243,2020-03-13,ru,master,active
127055,988,2020-04-23,en,finance,active
127056,431,2019-04-23,es,master,active
127058,912,2019-10-10,en,finance,deleted
127061,861,2019-12-15,en,finance,active
127062,1147,2019-05-08,en,finance,deleted
127065,1006,2019-03-31,en,master,active
127066,634,2021-10-14,ua,manager,deleted
127067,718,2020-08-26,en,master,deleted
127068,665,2021-06-08,ua,finance,deleted
127071,775,2021-02-21,en,finance,active
127072,1229,2020-10-20,se,manager,deleted
127073,810,2020-01-08,en,master,active
127074,1295,2019-09-25,se,manager,deleted
127077,1342,2020-11-05,ru,manager,deleted
127079,1084,2020-06-06,fr,master,deleted
127080,431,2020-02-13,es,master,active
127083,694,2019-07-02,en,master,deleted
127085,1201,2020-03-12,fr,manager,deleted
127086,1096,2020-01-31,fr,finance,deleted
127087,99,2021-08-28,de,manager,active
127089,410,2020-12-16,es,finance,active
127091,1295,2020-08-14,se,master,active
127093,1116,2019-05-29,fr,finance,active
127096,512,2019-05-09,ua,finance,deleted
127098,79,2020-06-25,de,finance,active
127101,1264,2019-08-26,se,manager,active
127104,927,2021-03-01,en,master,deleted
127107,681,2021-04-26,en,manager,active
127108,67,2019-12-22,ru,manager,active
127109,910,2021-07-09,en,finance,deleted
127111,1103,2019-01-31,fr,manager,deleted
127113,1322,2021-05-07,se,finance,deleted
127116,544,2021-01-11,ua,finance,deleted
127117,325,2020-08-01,en,finance,active
127120,1147,2019-02-23,fr,master,deleted
127121,846,2020-10-29,en,finance,deleted
127122,587,2020-12-19,ua,manager,active
127124,1107,2021-02-20,fr,master,deleted
127126,669,2021-01-16,ua,finance,deleted
127127,1355,2021-04-18,no,manager,active
127130,1123,2019-08-23,fr,finance,active
127131,1358,2019-05-02,no,finance,active
127133,665,2019-02-09,ua,manager,active
127136,718,2021-11-21,en,master,deleted
127138,321,2020-10-20,en,master,active
127139,775,2020-04-14,en,manager,deleted
127140,390,2021-10-30,it,finance,active
127141,963,2020-06-02,en,finance,active
127142,1328,2021-06-10,se,master,active
127143,979,2021-03-17,en,manager,deleted
127145,131,2021-04-09,de,finance,active
127146,299,2019-02-10,en,master,deleted
127147,883,2019-12-15,en,finance,active
127150,1451,2019-06-01,no,manager,deleted
127151,69,2021-04-30,de,manager,deleted
127153,544,2020-07-04,ua,finance,deleted
127156,159,2021-12-06,de,manager,awaiting_confirmation
127158,1119,2019-08-29,fr,finance,active
127159,127,2020-01-19,de,master,active
127160,587,2021-10-03,ua,manager,deleted
127162,178,2021-08-13,ru,finance,deleted
127163,438,2019-01-14,es,manager,deleted
127164,533,2019-11-20,ua,finance,deleted
127167,844,2021-08-19,en,master,active
127168,263,2019-06-05,en,master,active
127171,995,2021-02-15,en,finance,deleted
127172,1243,2020-11-10,se,master,deleted
127173,383,2020-06-10,it,manager,active
127175,656,2021-08-20,ua,master,active
127177,1006,2020-12-03,en,master,active
127178,910,2020-06-08,en,master,active
127180,89,2021-12-31,en,manager,awaiting_confirmation
127181,768,2020-07-19,en,master,deleted
127182,960,2020-11-14,ru,finance,deleted
127184,1189,2019-09-14,fr,finance,active
127185,1454,2019-01-25,no,master,deleted
127187,1094,2019-06-19,fr,finance,deleted
127189,1054,2019-03-04,en,master,active
127190,97,2019-06-22,de,finance,active
127191,478,2020-02-29,ua,master,deleted
127193,109,2019-11-05,ua,manager,active
127195,1096,2020-03-18,fr,finance,deleted
127196,228,2019-03-25,ru,manager,active
127199,395,2019-04-11,ru,finance,deleted
127201,1119,2020-06-18,fr,finance,active
127203,36,2020-09-25,de,manager,deleted
127205,1152,2020-08-22,fr,finance,active
127208,373,2019-01-31,it,manager,active
127211,471,2019-11-14,ua,finance,active
127212,1201,2019-11-05,fr,master,deleted
127213,1025,2021-03-25,en,finance,deleted
127214,599,2019-08-06,ua,finance,active
127215,330,2019-03-16,en,manager,active
127217,237,2019-10-02,ru,finance,active
127219,1401,2021-12-03,no,finance,awaiting_confirmation
127222,76,2019-05-06,de,manager,active
127225,710,2020-09-21,ru,finance,deleted
127226,828,2019-10-15,en,finance,deleted
127228,478,2020-01-03,ua,finance,active
127229,39,2019-09-23,de,manager,deleted
127232,667,2021-02-14,ua,master,active
127234,256,2020-08-20,en,master,deleted
127236,1411,2021-03-16,no,master,active
127239,1369,2019-07-18,no,manager,deleted
127242,710,2021-10-08,en,manager,active
127244,1322,2021-10-06,se,finance,deleted
127245,810,2019-09-28,ru,manager,deleted
127248,1087,2019-12-04,fr,manager,active
127251,1351,2019-06-21,no,finance,deleted
127252,1409,2021-06-09,no,manager,deleted
127254,540,2021-05-12,ua,manager,deleted
127257,868,2019-01-31,en,manager,deleted
127260,480,2019-05-10,ua,master,deleted
127261,414,2020-02-11,es,finance,active
127262,346,2020-11-08,it,manager,active
127265,1071,2021-11-15,fr,master,active
127268,69,2021-05-08,de,master,deleted
127271,431,2020-07-10,es,finance,deleted
127273,159,2019-07-11,de,manager,deleted
127276,512,2021-09-29,ua,finance,deleted
127277,653,2020-02-18,ua,finance,active
127279,870,2019-12-17,en,master,active
127282,1401,2021-07-13,no,master,active
127285,124,2021-06-29,de,master,active
127288,390,2021-11-14,it,master,active
127290,364,2019-02-03,it,master,deleted
127291,494,2019-05-24,ua,manager,deleted
127294,1156,2020-07-12,fr,master,deleted
127295,198,2020-01-12,ru,finance,deleted
127298,1081,2021-10-16,fr,master,active
127300,444,2020-04-13,es,manager,active
127301,1187,2021-12-10,ua,manager,awaiting_confirmation
127302,243,2019-01-03,ru,manager,deleted
127303,500,2019-03-14,ua,manager,active
127305,67,2020-11-17,de,finance,active
127306,801,2020-11-28,en,finance,deleted
127307,1136,2021-10-15,fr,finance,active
127310,1154,2021-10-03,fr,manager,deleted
127313,967,2019-09-19,en,manager,active
127316,976,2021-01-18,en,finance,deleted
127318,206,2021-01-20,ru,finance,deleted
127320,1100,2019-11-21,fr,manager,active
127323,431,2019-09-03,es,finance,deleted
127325,182,2019-07-10,en,manager,deleted
127328,1367,2019-09-19,no,finance,active
127330,608,2019-09-27,ua,finance,active
127332,237,2019-05-05,ru,finance,active
127335,414,2019-01-08,es,master,active
127336,1342,2021-06-26,se,master,active
127338,812,2021-12-15,en,manager,awaiting_confirmation
127340,1056,2021-09-10,ua,finance,active
127342,259,2019-06-11,en,manager,deleted
127343,923,2021-08-10,en,manager,deleted
127344,916,2021-10-09,en,manager,deleted
127346,401,2020-11-27,it,manager,active
127348,243,2020-09-23,ru,master,deleted
127349,613,2019-10-20,ua,manager,deleted
127351,1409,2021-09-19,no,manager,active
127353,808,2021-02-21,en,finance,deleted
127354,83,2020-02-18,de,manager,active
127356,11,2019-05-24,de,manager,deleted
127359,834,2020-01-14,en,master,deleted
127361,1107,2019-02-09,fr,manager,deleted
127362,1369,2021-01-08,no,manager,active
127365,653,2020-11-23,ua,master,deleted
127368,842,2020-04-15,en,manager,deleted
127369,1358,2019-07-11,no,finance,active
